system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
7,2,RM_type_III,2_148,PDLC03634,MTase_III_00003,MTase_III,4.899999999999998e-211,5.699999999999998e-211,0.986,0.994,154444,156420,-,-,148,371,"PDLC03639,MTase_III_00008, 1, 5.2e-19, 0.375, 0.347 | PDLC03639,MTase_III_00008, 2, 0.00014, 0.097, 0.097 | PDLC03642,MTase_III_00011, 1, 6.4e-15, 0.088, 0.112 | PDLC03642,MTase_III_00011, 2, 4.3e-31, 0.454, 0.502 | PDLC03640,MTase_III_00009, 1, 1.5e-39, 0.584, 0.613 | PDLC03637,MTase_III_00006, 1, 5.4e-64, 0.384, 0.464 | PDLC03637,MTase_III_00006, 2, 2.2e-16, 0.231, 0.277 | PDLC03633,MTase_III_00002, 1, 1.5e-15, 0.188, 0.195 | PDLC03633,MTase_III_00002, 2, 15, 0.071, 0.075 | PDLC03632,MTase_III_00001, 1, 1.3e-13, 0.244, 0.164 | PDLC03636,MTase_III_00005, 1, 1.3e-14, 0.123, 0.148 | PDLC03636,MTase_III_00005, 2, 1.3e-30, 0.42, 0.499 | PDLC03644,MTase_III_00013, 1, 540, 0.024, 0.03 | PDLC03644,MTase_III_00013, 2, 4.6e-72, 0.63, 0.716 | PDLC03646,MTase_III_00015, 1, 2.7e-07, 0.074, 0.047 | PDLC03646,MTase_III_00015, 2, 2.4e-20, 0.476, 0.307 | PDLC03634,MTase_III_00003, 1, 5.7e-211, 0.986, 0.994 | PDLC03645,MTase_III_00014, 1, 5.7e-18, 0.396, 0.348 | PDLC03645,MTase_III_00014, 2, 0.002, 0.129, 0.12 | PDLC03641,MTase_III_00010, 1, 8.4e-97, 0.772, 0.738 | PDLC03638,MTase_III_00007, 1, 2.6e-06, 0.071, 0.06 | PDLC03638,MTase_III_00007, 2, 2.1e-17, 0.414, 0.271 | PDLC03638,MTase_III_00007, 3, 140, 0.097, 0.077 | PDLC03635,MTase_III_00004, 1, 3.7e-15, 0.093, 0.095 | PDLC03635,MTase_III_00004, 2, 9.4e-23, 0.414, 0.394 | PDLC03643,MTase_III_00012, 1, 5.7e-11, 0.129, 0.183 | PDLC03643,MTase_III_00012, 2, 1.4e-08, 0.208, 0.308","PDLC03634, MTase_III_00003, 5.7e-211, 0.986, 0.994 | PDLC03641, MTase_III_00010, 8.4e-97, 0.772, 0.738 | PDLC03644, MTase_III_00013, 4.6e-72, 0.63, 0.716 | PDLC03637, MTase_III_00006, 5.4e-64, 0.384, 0.464 | PDLC03640, MTase_III_00009, 1.5e-39, 0.584, 0.613"
8,2,VSPR,2_158,PDLC03361,MTase_II_00147,MTase_II,2.599999999999999e-248,2.899999999999999e-248,0.994,0.996,167673,169103,+,-,158,371,"PDLC03361,MTase_II_00147, 1, 2.9e-248, 0.994, 0.996 | PDLC03343,MTase_II_00129, 1, 4.1e-09, 0.432, 0.368 | PDLC03343,MTase_II_00129, 2, 430, 0.09, 0.082 | PDLC03231,MTase_II_00017, 1, 5.5e-08, 0.415, 0.406 | PDLC03231,MTase_II_00017, 2, 0.96, 0.099, 0.086 | PDLC03243,MTase_II_00029, 1, 3.2e-18, 0.421, 0.448 | PDLC03243,MTase_II_00029, 2, 1e-04, 0.126, 0.151 | PDLC03272,MTase_II_00058, 1, 4e-90, 0.795, 0.803 | PDLC03254,MTase_II_00040, 1, 4.6e-10, 0.346, 0.362 | PDLC03254,MTase_II_00040, 2, 1200, 0.09, 0.109 | PDLC03329,MTase_II_00115, 1, 4e-19, 0.428, 0.452 | PDLC03329,MTase_II_00115, 2, 7.6e-05, 0.306, 0.334 | PDLC03324,MTase_II_00110, 1, 3.2e-10, 0.403, 0.387 | PDLC03324,MTase_II_00110, 2, 470, 0.09, 0.115 | PDLC03381,MTase_II_00167, 1, 5.4e-08, 0.411, 0.434 | PDLC03381,MTase_II_00167, 2, 72, 0.113, 0.126 | PDLC03223,MTase_II_00009, 1, 7.8e-08, 0.419, 0.443 | PDLC03304,MTase_II_00090, 1, 3.3e-07, 0.417, 0.405 | PDLC03304,MTase_II_00090, 2, 0.039, 0.113, 0.127 | PDLC03220,MTase_II_00006, 1, 1.6e-24, 0.405, 0.322 | PDLC03220,MTase_II_00006, 2, 0.061, 0.094, 0.08 | PDLC03270,MTase_II_00056, 1, 3.4e-17, 0.411, 0.515 | PDLC03270,MTase_II_00056, 2, 160, 0.055, 0.372 | PDLC03217,MTase_II_00003, 1, 8e-08, 0.088, 0.06 | PDLC03217,MTase_II_00003, 2, 2.8e-25, 0.258, 0.151 | PDLC03217,MTase_II_00003, 3, 2.5e-07, 0.099, 0.061 | PDLC03330,MTase_II_00116, 1, 1.2e-21, 0.755, 0.744 | PDLC03237,MTase_II_00023, 1, 6.4e-24, 0.423, 0.173 | PDLC03237,MTase_II_00023, 2, 6.2, 0.107, 0.045 | PDLC03286,MTase_II_00072, 1, 990, 0.052, 0.141 | PDLC03286,MTase_II_00072, 2, 6.4e-32, 0.417, 0.914 | PDLC03269,MTase_II_00055, 1, 1.8e-27, 0.44, 0.396 | PDLC03269,MTase_II_00055, 2, 2e-04, 0.187, 0.195 | PDLC03355,MTase_II_00141, 1, 2.9e-13, 0.415, 0.485 | PDLC03355,MTase_II_00141, 2, 33, 0.103, 0.125 | PDLC03368,MTase_II_00154, 1, 1.4e-06, 0.428, 0.452 | PDLC03378,MTase_II_00164, 1, 2.1e-48, 0.771, 0.953 | PDLC03384,MTase_II_00170, 1, 4.8e-07, 0.426, 0.472 | PDLC03232,MTase_II_00018, 1, 0.0043, 0.09, 0.095 | PDLC03232,MTase_II_00018, 2, 2.9e-15, 0.256, 0.256 | PDLC03232,MTase_II_00018, 3, 0.0078, 0.107, 0.101 | PDLC03326,MTase_II_00112, 1, 1e-27, 0.421, 0.422 | PDLC03326,MTase_II_00112, 2, 5.4e-06, 0.111, 0.119 | PDLC03242,MTase_II_00028, 1, 5.4e-43, 0.436, 0.413 | PDLC03242,MTase_II_00028, 2, 1.1e-08, 0.101, 0.108 | PDLC03388,MTase_II_00174, 1, 3.4e-09, 0.283, 0.328 | PDLC03388,MTase_II_00174, 2, 1.1e-08, 0.109, 0.144 | PDLC03279,MTase_II_00065, 1, 4e-10, 0.417, 0.291 | PDLC03279,MTase_II_00065, 2, 37, 0.103, 0.077 | PDLC03234,MTase_II_00020, 1, 7.3e-32, 0.428, 0.469 | PDLC03234,MTase_II_00020, 2, 0.0011, 0.117, 0.139 | PDLC03225,MTase_II_00011, 1, 1.9e-13, 0.308, 0.221 | PDLC03225,MTase_II_00011, 2, 4.2, 0.036, 0.028 | PDLC03225,MTase_II_00011, 3, 0.5, 0.094, 0.065","PDLC03361, MTase_II_00147, 2.9e-248, 0.994, 0.996 | PDLC03272, MTase_II_00058, 4e-90, 0.795, 0.803 | PDLC03378, MTase_II_00164, 2.1e-48, 0.771, 0.953 | PDLC03242, MTase_II_00028, 5.4e-43, 0.436, 0.413 | PDLC03286, MTase_II_00072, 6.4e-32, 0.417, 0.914"
8,2,VSPR,2_159,PDLC03397,NEase_II_00006,Vsr,1.7e-97,1.8999999999999998e-97,0.987,0.994,169084,169554,+,-,159,371,"PDLC03397,NEase_II_00006, 1, 1.9e-97, 0.987, 0.994","PDLC03397, NEase_II_00006, 1.9e-97, 0.987, 0.994"
6,2,PDC-S12,2_208,PDLC04917,PDC-S12_WP_034891581.1,PDC-S12,3.799999999999999e-106,4.1999999999999986e-106,0.991,0.995,210414,211079,+,-,208,371,"PDLC04917,PDC-S12_WP_034891581.1, 1, 4.2e-106, 0.991, 0.995","PDLC04917, PDC-S12_WP_034891581.1, 4.2e-106, 0.991, 0.995"
9,29,PDC-S07,29_29,PDLC04899,PDC-S07_WP_110056698.1,PDC-S07,3.1e-41,3.6e-41,0.914,0.941,27012,27428,-,-,29,47,"PDLC04899,PDC-S07_WP_110056698.1, 1, 3.6e-41, 0.914, 0.941","PDLC04899, PDC-S07_WP_110056698.1, 3.6e-41, 0.914, 0.941"
10,3,PD-T4-6,3_58,PDLC04047,PD-T4-6_WP_139553373.1,PD-T4-6,9.1e-51,1.2e-50,0.755,0.786,62455,63531,-,-,58,238,"PDLC04045,PD-T4-6_WP_086836475.1, 1, 9.4e-25, 0.797, 0.789 | PDLC04050,PD-T4-6_WP_146515207.1, 1, 7.6e-25, 0.593, 0.425 | PDLC04042,PD-T4-6_WP_036366335.1, 1, 6.1e-49, 0.783, 0.921 | PDLC04052,PD-T4-6_WP_153359500.1, 1, 6.4e-34, 0.741, 0.518 | PDLC04040,PD-T4-6_WP_011718859.1, 1, 6.1e-30, 0.708, 0.455 | PDLC04064,PD-T4-6_WP_224370629.1, 1, 2.4e-31, 0.749, 0.688 | PDLC04053,PD-T4-6_WP_157124873.1, 1, 1.1e-44, 0.766, 0.842 | PDLC04061,PD-T4-6_WP_205119068.1, 1, 2.7e-41, 0.783, 0.535 | PDLC04043,PD-T4-6_WP_067834564.1, 1, 4.5e-37, 0.763, 0.577 | PDLC04059,PD-T4-6_WP_187294376.1, 1, 8.1e-16, 0.476, 0.376 | PDLC04063,PD-T4-6_WP_222213733.1, 1, 1.6e-18, 0.646, 0.397 | PDLC04054,PD-T4-6_WP_157521248.1, 1, 9.7e-41, 0.783, 0.772 | PDLC04046,PD-T4-6_WP_113935400.1, 1, 3.7e-15, 0.596, 0.471 | PDLC04051,PD-T4-6_WP_148765916.1, 1, 6e-18, 0.744, 0.532 | PDLC04047,PD-T4-6_WP_139553373.1, 1, 1.2e-50, 0.755, 0.786 | PDLC04041,PD-T4-6_WP_012633303.1, 1, 1.2e-34, 0.76, 0.594 | PDLC04058,PD-T4-6_WP_170252675.1, 1, 1.1e-13, 0.604, 0.454 | PDLC04039,PD-T4-6_WP_009677753.1, 1, 6.2e-36, 0.774, 0.574 | PDLC04060,PD-T4-6_WP_203635815.1, 1, 5.1e-43, 0.755, 0.529 | PDLC04062,PD-T4-6_WP_214431164.1, 1, 4.5e-24, 0.735, 0.553 | PDLC04055,PD-T4-6_WP_157606249.1, 1, 9.2e-23, 0.63, 0.423 | PDLC04057,PD-T4-6_WP_160801532.1, 1, 2.1e-44, 0.749, 0.576 | PDLC04048,PD-T4-6_WP_144078097.1, 1, 5.5e-39, 0.755, 0.726 | PDLC04049,PD-T4-6_WP_145059686.1, 1, 1.6e-16, 0.766, 0.613","PDLC04047, PD-T4-6_WP_139553373.1, 1.2e-50, 0.755, 0.786 | PDLC04042, PD-T4-6_WP_036366335.1, 6.1e-49, 0.783, 0.921 | PDLC04053, PD-T4-6_WP_157124873.1, 1.1e-44, 0.766, 0.842 | PDLC04057, PD-T4-6_WP_160801532.1, 2.1e-44, 0.749, 0.576 | PDLC04060, PD-T4-6_WP_203635815.1, 5.1e-43, 0.755, 0.529"
14,3,druantia_type_III,3_86,PDLC00037,DruE3_00003,DruE3,0,0,0.989,0.61,83654,87499,-,-,86,238,"PDLC00037,DruE3_00003, 1, 0, 0.989, 0.61 | PDLC00035,DruE3_00001, 1, 9.7e-239, 0.5, 0.425 | PDLC00036,DruE3_00002, 1, 9.1e-173, 0.959, 0.597","PDLC00037, DruE3_00003, 0, 0.989, 0.61 | PDLC00035, DruE3_00001, 9.7e-239, 0.5, 0.425 | PDLC00036, DruE3_00002, 9.1e-173, 0.959, 0.597"
14,3,druantia_type_III,3_87,PDLC00035,DruE3_00001,DruE3,0,0,0.987,0.547,87441,89978,-,-,87,238,"PDLC00037,DruE3_00003, 1, 0, 0.989, 0.39 | PDLC00035,DruE3_00001, 1, 0, 0.987, 0.547 | PDLC00036,DruE3_00002, 1, 1.9e-153, 0.931, 0.368","PDLC00037, DruE3_00003, 0, 0.989, 0.39 | PDLC00035, DruE3_00001, 0, 0.987, 0.547 | PDLC00036, DruE3_00002, 1.9e-153, 0.931, 0.368"
14,3,druantia_type_III,3_88,PDLC00049,DruH3_00012,DruH3,0,0,0.998,0.998,89991,93290,-,-,88,238,"PDLC00044,DruH3_00007, 1, 1.9e-83, 0.834, 0.824 | PDLC00044,DruH3_00007, 2, 12, 0.026, 0.026 | PDLC00040,DruH3_00003, 1, 4.1e-08, 0.217, 0.214 | PDLC00040,DruH3_00003, 2, 4.5e-05, 0.207, 0.199 | PDLC00043,DruH3_00006, 1, 20, 0.054, 0.227 | PDLC00043,DruH3_00006, 2, 2.6e-160, 0.246, 0.993 | PDLC00038,DruH3_00001, 1, 7.9e-32, 0.445, 0.429 | PDLC00038,DruH3_00001, 2, 9.5e-07, 0.179, 0.174 | PDLC00041,DruH3_00004, 1, 6.5e-17, 0.222, 0.214 | PDLC00041,DruH3_00004, 2, 8.3e-05, 0.379, 0.381 | PDLC00039,DruH3_00002, 1, 7.4e-33, 0.222, 0.214 | PDLC00039,DruH3_00002, 2, 2.3e-18, 0.495, 0.455 | PDLC00042,DruH3_00005, 1, 470, 0.045, 0.076 | PDLC00042,DruH3_00005, 2, 0, 0.625, 0.996 | PDLC00047,DruH3_00010, 1, 9.3e-39, 0.219, 0.218 | PDLC00047,DruH3_00010, 2, 4.2e-34, 0.655, 0.651 | PDLC00048,DruH3_00011, 1, 7.2e-62, 0.726, 0.778 | PDLC00048,DruH3_00011, 2, 0.0066, 0.05, 0.051 | PDLC00050,DruH3_00013, 1, 6.8e-183, 0.977, 0.982 | PDLC00049,DruH3_00012, 1, 0, 0.998, 0.998","PDLC00042, DruH3_00005, 0, 0.625, 0.996 | PDLC00049, DruH3_00012, 0, 0.998, 0.998 | PDLC00050, DruH3_00013, 6.8e-183, 0.977, 0.982 | PDLC00043, DruH3_00006, 2.6e-160, 0.246, 0.993 | PDLC00044, DruH3_00007, 1.9e-83, 0.834, 0.824"
11,3,RM_type_HNH,3_90,PDLC04132,bir_HNH,HNH,9.2e-25,1.2e-24,0.534,0.524,93871,94746,+,-,90,238,"PDLC03546,REase_II_00148, 1, 1.1e-15, 0.449, 0.454 | PDLC04132,bir_HNH, 1, 1.2e-24, 0.534, 0.524","PDLC04132, bir_HNH, 1.2e-24, 0.534, 0.524 | PDLC03546, REase_II_00148, 1.1e-15, 0.449, 0.454"
